NZ_CP034778.1_1	U3U6Q6
NZ_CP034778.1_3782	C0QZ35
NZ_CP034778.1_3783	D5ECF3
NZ_CP034778.1_3784	S6BPU8
NZ_CP034778.1_3785	I4B2R7
NZ_CP034778.1_3786	B9L3Q7
NZ_CP034778.1_3787	S6BBQ4
NZ_CP034778.1_3788	U3U3N0
NZ_CP034778.1_3789	U3U701
NZ_CP034778.1_3790	D1CGK9
NZ_CP034778.1_3791	U3U8P8
NZ_CP034778.1_3792	U3U9U5
NZ_CP034778.1_3793	S6BZC5
NZ_CP034778.1_3794	U3U8F7
NZ_CP034778.1_3795	U3U3M6
NZ_CP034778.1_3796	S6BRT9
NZ_CP034778.1_3799	G8NZU8
NZ_CP034778.1_3800	I3ZCI0
NZ_CP034778.1_3801	U3U6Z8
NZ_CP034778.1_3802	U3U8P5
NZ_CP034778.1_3803	U3U9U4
NZ_CP034778.1_3804	U3U8F6
NZ_CP034778.1_3805	U3U3M1
NZ_CP034778.1_3807	I0IMN6
NZ_CP034778.1_3808	E1R7E2
NZ_CP034778.1_3810	I0GLE0
NZ_CP034778.1_3811	B3DZ08
NZ_CP034778.1_3812	C5J5W3
NZ_CP034778.1_3813	D1C888
NZ_CP034778.1_3815	G8NVB7
NZ_CP034778.1_3817	Q01Z84
NZ_CP034778.1_3818	A9WAX4
NZ_CP034778.1_3819	E8UY52
NZ_CP034778.1_3820	U3U6Z4
NZ_CP034778.1_3821	S6BER4
NZ_CP034778.1_3822	S6BV86
NZ_CP034778.1_3823	H0UJS8
NZ_CP034778.1_3824	C9RQA3
NZ_CP034778.1_3825	E8X1I4
NZ_CP034778.1_3826	S6BC06
NZ_CP034778.1_3827	B0VFP6
NZ_CP034778.1_3828	D1C485
NZ_CP034778.1_3830	U3U8G1
NZ_CP034778.1_3832	H1XTZ2
NZ_CP034778.1_3833	U3U9U6
NZ_CP034778.1_3835	D1CHI4
NZ_CP034778.1_3837	I0I6U5
NZ_CP034778.1_3839	U3U7L9
NZ_CP034778.1_3843	U3U5X6
NZ_CP034778.1_3844	Q1ISH3
NZ_CP034778.1_3845	E8X4V0
NZ_CP034778.1_3846	A5UU39
NZ_CP034778.1_3848	I0AJR7
NZ_CP034778.1_3849	U3U5R5
NZ_CP034778.1_3850	F5YCN1
NZ_CP034778.1_3851	F5YEK9
NZ_CP034778.1_3853	I0I4A8
NZ_CP034778.1_3854	E8WYU7
NZ_CP034778.1_3855	E8UZT9
NZ_CP034778.1_3856	E8UZT8
NZ_CP034778.1_3857	A9AXT3
NZ_CP034778.1_3858	B1ZYR6
NZ_CP034778.1_3859	F4GHZ1
NZ_CP034778.1_3860	G7V677
NZ_CP034778.1_3861	G0GDS8
NZ_CP034778.1_3862	D4M955
NZ_CP034778.1_3864	I0GIQ2
NZ_CP034778.1_3865	I0I0S6
NZ_CP034778.1_3866	F8ABB4
NZ_CP034778.1_3867	I0I0S5
NZ_CP034778.1_3874	A5UTN3
NZ_CP034778.1_3876	E6W3D1
NZ_CP034778.1_3877	D5MGQ3
NZ_CP034778.1_3879	S6BH07
NZ_CP034778.1_3881	I4BAG3
NZ_CP034778.1_3883	I0I105
NZ_CP034778.1_3884	I0HZR1
NZ_CP034778.1_3885	E6W6Y4
NZ_CP034778.1_3903	A9B4I5
NZ_CP034778.1_3904	D1C9Y1
NZ_CP034778.1_3905	D1C9Y2
NZ_CP034778.1_3906	B0SQK6
NZ_CP034778.1_3907	H1XUL4
NZ_CP034778.1_3909	E1R5Y3
NZ_CP034778.1_3910	I4BYG8
NZ_CP034778.1_3911	E1RCP9
NZ_CP034778.1_3912	G0GFQ3
NZ_CP034778.1_3913	I0I5I0
NZ_CP034778.1_3914	F8F2B9
NZ_CP034778.1_3916	E6W2W2
NZ_CP034778.1_3919	D1C4X4
NZ_CP034778.1_3920	C1ABR4
NZ_CP034778.1_3921	B0SMA4
NZ_CP034778.1_3922	U3U2R6
NZ_CP034778.1_3923	I4BYA7
NZ_CP034778.1_3924	U3U8Q1
NZ_CP034778.1_3926	E3D002
NZ_CP034778.1_3927	I0ALK3
NZ_CP034778.1_3929	D5EJC6
NZ_CP034778.1_3930	C1A4D6
NZ_CP034778.1_3932	D3P9H4
NZ_CP034778.1_3933	D4H1M1
NZ_CP034778.1_3934	E4TFZ1
NZ_CP034778.1_3935	D4H1M3
NZ_CP034778.1_3936	D3P9H8
NZ_CP034778.1_3937	F8E4B2
NZ_CP034778.1_3938	D5EIX7
NZ_CP034778.1_3939	Q8F073
NZ_CP034778.1_3940	U3U706
NZ_CP034778.1_3941	D8PHT6
NZ_CP034778.1_3942	H1XR36
NZ_CP034778.1_3943	H0UIH1
NZ_CP034778.1_3944	I3ZC33
NZ_CP034778.1_3945	U3U8Q6
NZ_CP034778.1_3946	U3U712
NZ_CP034778.1_3947	S6CG79
NZ_CP034778.1_3948	S6BUA8
NZ_CP034778.1_3949	S6BJD8
NZ_CP034778.1_3950	C1FA49
NZ_CP034778.1_3951	D5EIN9
NZ_CP034778.1_3952	G8P116
NZ_CP034778.1_3953	G8NVK5
NZ_CP034778.1_3954	E8N0F4
NZ_CP034778.1_3955	U3U652
NZ_CP034778.1_3956	D4H253
NZ_CP034778.1_3957	C9RPH6
NZ_CP034778.1_3958	F5Y9R8
NZ_CP034778.1_3960	C9RKV4
NZ_CP034778.1_3961	U3U2N8
NZ_CP034778.1_3964	S6C0J8
NZ_CP034778.1_3965	I4B630
NZ_CP034778.1_3968	U3U7L1
NZ_CP034778.1_3970	G8NRB8
NZ_CP034778.1_3971	U3U7V8
NZ_CP034778.1_3972	U3U655
NZ_CP034778.1_3973	U3U2P0
NZ_CP034778.1_3974	U3U7L5
NZ_CP034778.1_3975	U3U9D2
NZ_CP034778.1_3976	U3U7W1
NZ_CP034778.1_3977	U3U660
NZ_CP034778.1_3979	U3U7M0
NZ_CP034778.1_3980	S6BHN2
NZ_CP034778.1_3981	A9AUY0
NZ_CP034778.1_3982	U3U663
NZ_CP034778.1_3983	U3U2P9
NZ_CP034778.1_3984	U3U7M4
NZ_CP034778.1_3985	U3U9D7
NZ_CP034778.1_3986	U3U7W9
NZ_CP034778.1_3987	U3U665
NZ_CP034778.1_3988	S6BBC5
NZ_CP034778.1_3989	S6BWT2
NZ_CP034778.1_3990	U3U7M8
NZ_CP034778.1_3992	I4BX47
NZ_CP034778.1_3993	U3U986
NZ_CP034778.1_3994	S6BK83
NZ_CP034778.1_3995	F5YFP4
NZ_CP034778.1_3996	A9AZZ7
NZ_CP034778.1_3997	G8QUE1
NZ_CP034778.1_3998	U3U9D8
NZ_CP034778.1_3999	B1ZYY3
NZ_CP034778.1_4000	S6BV45
NZ_CP034778.1_4001	D4H5I0
NZ_CP034778.1_4001	D4H5I0
NZ_CP034778.1_4002	A9B6S3
NZ_CP034778.1_4003	A9B6S1
NZ_CP034778.1_4004	E8X248
NZ_CP034778.1_4005	U3U7X4
NZ_CP034778.1_4007	I0I440
NZ_CP034778.1_4009	E6W543
NZ_CP034778.1_4010	E6W542
NZ_CP034778.1_4011	E6W541
NZ_CP034778.1_4012	J9ZBA5
NZ_CP034778.1_4015	E6W4T9
NZ_CP034778.1_4016	E6W4U0
NZ_CP034778.1_4020	F8E4L5
NZ_CP034778.1_4021	D8PGA7
NZ_CP034778.1_4022	Q1IPR0
NZ_CP034778.1_4023	E6W407
NZ_CP034778.1_4024	U3U668
NZ_CP034778.1_4025	E6W3N9
NZ_CP034778.1_4026	U3U2Q7
NZ_CP034778.1_4027	G7V6H3
NZ_CP034778.1_4028	U3U9E1
NZ_CP034778.1_4029	U3U7X7
NZ_CP034778.1_4030	G8NU18
NZ_CP034778.1_4031	I0GHM9
NZ_CP034778.1_4033	U3U671
NZ_CP034778.1_4034	U3U2R1
NZ_CP034778.1_4035	I0HZC7
NZ_CP034778.1_4036	U3U7N6
NZ_CP034778.1_4037	Q01Z75
NZ_CP034778.1_4038	D3PB36
NZ_CP034778.1_4038	D3PB36
NZ_CP034778.1_4042	B9KXN1
NZ_CP034778.1_4043	S6BGS4
NZ_CP034778.1_4045	S6BSU9
NZ_CP034778.1_4046	C1F2P3
NZ_CP034778.1_4049	U3U9E4
NZ_CP034778.1_4050	U3U7Y1
NZ_CP034778.1_4050	U3U7Y1
NZ_CP034778.1_4050	U3U7Y1
NZ_CP034778.1_4051	U3U676
NZ_CP034778.1_4052	E4TFW2
NZ_CP034778.1_4053	U3U2R6
NZ_CP034778.1_4054	I6ZMW0
NZ_CP034778.1_4055	B1ZS01
NZ_CP034778.1_4057	S6BWG0
NZ_CP034778.1_4058	U3U7P0
NZ_CP034778.1_4060	D3PDA5
NZ_CP034778.1_4061	F8E712
NZ_CP034778.1_4062	H9UL20
NZ_CP034778.1_4063	U3U9E7
NZ_CP034778.1_4064	U3U7Y5
NZ_CP034778.1_4066	S6BQZ4
NZ_CP034778.1_4067	U3U680
NZ_CP034778.1_4069	U3U2S1
NZ_CP034778.1_4070	U3U7P3
NZ_CP034778.1_4071	U3U9F1
NZ_CP034778.1_4072	U3U7Y8
NZ_CP034778.1_4073	S6CEW1
NZ_CP034778.1_4074	U3U684
NZ_CP034778.1_4075	U3U2S5
NZ_CP034778.1_4076	U3U7P8
NZ_CP034778.1_4077	U3U9F3
NZ_CP034778.1_4078	U3U7Z2
NZ_CP034778.1_4079	S6BAF5
NZ_CP034778.1_4080	U3U2T0
NZ_CP034778.1_4081	U3U7Q2
NZ_CP034778.1_4083	U3U7Z6
NZ_CP034778.1_4084	S6BAF3
NZ_CP034778.1_4085	Q029E0
NZ_CP034778.1_4086	U3U692
NZ_CP034778.1_4087	U3U2T6
NZ_CP034778.1_4088	G8NQZ8
NZ_CP034778.1_4089	U3U7Q6
NZ_CP034778.1_4090	U3U9F9
NZ_CP034778.1_4091	U3U7Z9
NZ_CP034778.1_4092	U3U697
NZ_CP034778.1_4093	I4BY93
NZ_CP034778.1_4094	C0R0L7
NZ_CP034778.1_4096	I4BX97
NZ_CP034778.1_4097	D4H537
NZ_CP034778.1_4098	Q022M8
NZ_CP034778.1_4099	B1ZNL7
NZ_CP034778.1_4101	F5YJY3
NZ_CP034778.1_4102	E1R657
NZ_CP034778.1_4103	F0RWV3
NZ_CP034778.1_4104	D1CA53
NZ_CP034778.1_4105	S6CGV3
NZ_CP034778.1_4106	G8QSU1
NZ_CP034778.1_4107	E1R2F8
NZ_CP034778.1_4108	I6YRU9
NZ_CP034778.1_4109	G8QXG1
NZ_CP034778.1_4110	I0APE3
NZ_CP034778.1_4111	S6BS87
NZ_CP034778.1_4112	S6BBX6
NZ_CP034778.1_4113	E1R6Z7
NZ_CP034778.1_4114	G8NSC9
NZ_CP034778.1_4115	E6W175
NZ_CP034778.1_4116	E6W174
NZ_CP034778.1_4117	S6BVA9
NZ_CP034778.1_4118	S6BQT1
NZ_CP034778.1_4119	U3U7R0
NZ_CP034778.1_4120	U3U9G2
NZ_CP034778.1_4121	U3U802
NZ_CP034778.1_4122	S6BAB3
NZ_CP034778.1_4123	U3U6A1
NZ_CP034778.1_4124	U3U2U3
NZ_CP034778.1_4125	D5EQJ5
NZ_CP034778.1_4126	B0SSY6
NZ_CP034778.1_4128	U3U7R3
NZ_CP034778.1_4129	S6CGF2
NZ_CP034778.1_4130	S6BC74
NZ_CP034778.1_4131	C1AEB8
NZ_CP034778.1_4132	C1AAC8
NZ_CP034778.1_4134	A9NE04
NZ_CP034778.1_4135	U3U6A4
NZ_CP034778.1_4136	S6BB70
NZ_CP034778.1_4137	U3U2U7
NZ_CP034778.1_4138	U3U7R7
NZ_CP034778.1_4139	U3U9G9
NZ_CP034778.1_4141	Q02CJ6
NZ_CP034778.1_4142	H1XWN5
NZ_CP034778.1_4143	U3U6A8
NZ_CP034778.1_4144	U3U2V1
NZ_CP034778.1_4147	E4TJ22
NZ_CP034778.1_4148	G8NUG2
NZ_CP034778.1_4149	U3U7S2
NZ_CP034778.1_4150	U3U9H1
NZ_CP034778.1_4151	D1B800
NZ_CP034778.1_4152	S6CH18
NZ_CP034778.1_4154	U3U812
NZ_CP034778.1_4155	U3U6B2
NZ_CP034778.1_4156	U3U2V5
NZ_CP034778.1_4157	H1XTH1
NZ_CP034778.1_4158	G8P1N4
NZ_CP034778.1_4159	B0SJI7
NZ_CP034778.1_4160	B1ZRB4
NZ_CP034778.1_4161	B1ZRB5
NZ_CP034778.1_4163	F0RZ75
NZ_CP034778.1_4164	I0I0F0
NZ_CP034778.1_4165	C1AAK4
NZ_CP034778.1_4166	U3U9H4
NZ_CP034778.1_4167	S6BAU1
NZ_CP034778.1_4168	S6CFG8
NZ_CP034778.1_4169	B0SMQ6
NZ_CP034778.1_4170	S6BC25
NZ_CP034778.1_4171	U3U7S9
NZ_CP034778.1_4173	E1R9M4
NZ_CP034778.1_4174	U3U977
NZ_CP034778.1_4175	U3U7D2
NZ_CP034778.1_4176	B1ZUM5
NZ_CP034778.1_4177	I4B7B6
NZ_CP034778.1_4178	D5EPU6
NZ_CP034778.1_4179	S6BD22
NZ_CP034778.1_4180	H9UL32
NZ_CP034778.1_4182	F8C5X7
NZ_CP034778.1_4183	U3U7C8
NZ_CP034778.1_4184	F4GI35
NZ_CP034778.1_4185	B5YJL0
NZ_CP034778.1_4187	A9B5U4
NZ_CP034778.1_4189	Q8F383
NZ_CP034778.1_4191	O50980
NZ_CP034778.1_4192	F5YNW4
NZ_CP034778.1_4195	H1XQU3
NZ_CP034778.1_4196	D1C1C1
NZ_CP034778.1_4200	U3U6Q3
NZ_CP034778.1_4202	F5YMD3
NZ_CP034778.1_4203	G2LG10
NZ_CP034778.1_4204	E3CWS0
NZ_CP034778.1_4205	H1XTH9
NZ_CP034778.1_4206	C0R287
NZ_CP034778.1_4207	C0R288
NZ_CP034778.1_4208	C0R286
NZ_CP034778.1_4210	F5YM41
NZ_CP034778.1_4212	A9B784
NZ_CP034778.1_4213	B8E0M8
NZ_CP034778.1_4214	I0IA15
NZ_CP034778.1_4216	F0RVA1
NZ_CP034778.1_4217	G8NW65
NZ_CP034778.1_4218	G8NW66
NZ_CP034778.1_4219	G8NW67
NZ_CP034778.1_4220	F0RY36
NZ_CP034778.1_4221	F8C618
NZ_CP034778.1_4222	I3ZME9
NZ_CP034778.1_4223	G8NYI1
NZ_CP034778.1_4224	A9AZJ2
NZ_CP034778.1_4225	C1F5U0
NZ_CP034778.1_4226	A9AZJ4
NZ_CP034778.1_4228	C1F5T8
NZ_CP034778.1_4230	D1C8S3
NZ_CP034778.1_4231	D1C8S3
NZ_CP034778.1_4232	D1C8S4
NZ_CP034778.1_4235	B9L2I5
NZ_CP034778.1_4236	G8P0B2
NZ_CP034778.1_4237	E8V3G6
NZ_CP034778.1_4238	A9B397
NZ_CP034778.1_4239	A5UWE2
NZ_CP034778.1_4240	B9L4M4
NZ_CP034778.1_4241	C1ABB4
NZ_CP034778.1_4243	B1ZVS2
NZ_CP034778.1_4245	E8X7D8
NZ_CP034778.1_4246	G2LG10
NZ_CP034778.1_4247	D4H493
NZ_CP034778.1_4248	D4H492
NZ_CP034778.1_4249	C1AAY5
NZ_CP034778.1_4250	S6BS99
NZ_CP034778.1_4252	F5YML8
NZ_CP034778.1_4253	E3CYF4
NZ_CP034778.1_4256	D5EPF1
NZ_CP034778.1_4259	B1ZTT0
NZ_CP034778.1_4261	G8NPB3
NZ_CP034778.1_4262	G8NQZ8
NZ_CP034778.1_4263	F5YE29
NZ_CP034778.1_4264	G8QVP3
NZ_CP034778.1_4265	G8QVP4
NZ_CP034778.1_4266	E1RA82
NZ_CP034778.1_4267	E1RA81
NZ_CP034778.1_4268	C1ABX9
NZ_CP034778.1_4269	I6ZYT3
NZ_CP034778.1_4270	D3P8K6
NZ_CP034778.1_4271	B5YGG9
NZ_CP034778.1_4273	S6BXX1
NZ_CP034778.1_4274	Q02AT5
NZ_CP034778.1_4276	Q026B4
NZ_CP034778.1_4277	Q026B5
NZ_CP034778.1_4278	B5YGG6
NZ_CP034778.1_4280	H1XVM6
NZ_CP034778.1_4281	E6W4R6
NZ_CP034778.1_4282	D4M9D8
NZ_CP034778.1_4283	E6W2H3
NZ_CP034778.1_4286	D8P9T3
NZ_CP034778.1_4287	D8P9T4
NZ_CP034778.1_4289	D8P9T6
NZ_CP034778.1_4293	B5YL71
NZ_CP034778.1_4295	I3ZIG6
NZ_CP034778.1_4296	B1ZU01
NZ_CP034778.1_4297	Q01US6
NZ_CP034778.1_4298	A9B4I7
NZ_CP034778.1_4299	E4TGF5
NZ_CP034778.1_4301	F8ABL3
NZ_CP034778.1_4302	C1F5F4
NZ_CP034778.1_4303	C1F6R3
NZ_CP034778.1_4308	I6YTA5
NZ_CP034778.1_4313	B1ZMM1
NZ_CP034778.1_4314	A9AVZ1
NZ_CP034778.1_4316	H1XYK6
NZ_CP034778.1_4317	D5EID2
NZ_CP034778.1_4318	D8PEG5
NZ_CP034778.1_4318	D8PEG5
NZ_CP034778.1_4319	H1XYK2
NZ_CP034778.1_4321	C1F1P4
NZ_CP034778.1_4330	E6W6Y4
NZ_CP034778.1_4331	C1AAY1
NZ_CP034778.1_4332	B0SRK6
NZ_CP034778.1_4333	Q024K8
NZ_CP034778.1_4334	E1RBN9
NZ_CP034778.1_4335	E1RBN8
NZ_CP034778.1_4336	S6BRS8
NZ_CP034778.1_4337	D1C5T8
NZ_CP034778.1_4338	E1RBP0
NZ_CP034778.1_4339	F5YMA6
NZ_CP034778.1_4341	F5YE97
NZ_CP034778.1_4342	E1R3W8
NZ_CP034778.1_4343	I0I5X7
NZ_CP034778.1_4344	D1C9F1
NZ_CP034778.1_4346	D1CCB6
NZ_CP034778.1_4347	G8NZZ4
NZ_CP034778.1_4348	F5YMA2
NZ_CP034778.1_4349	S6A8K8
NZ_CP034778.1_4350	D5MML1
NZ_CP034778.1_4351	S6BYY6
NZ_CP034778.1_4352	U3U7T3
NZ_CP034778.1_4354	U3U826
NZ_CP034778.1_4355	F2NRM0
NZ_CP034778.1_4356	Q01XR4
NZ_CP034778.1_4358	U3U622
NZ_CP034778.1_4359	I0I8X2
NZ_CP034778.1_4360	O51783
NZ_CP034778.1_4361	H0UL25
NZ_CP034778.1_4362	E3CWR8
NZ_CP034778.1_4363	E3CWS0
NZ_CP034778.1_4364	I7A4X2
NZ_CP034778.1_4365	U3U7S8
NZ_CP034778.1_4366	U3U9A9
NZ_CP034778.1_4367	E1R8R7
NZ_CP034778.1_4368	I0IRF0
NZ_CP034778.1_4369	F4LKR3
NZ_CP034778.1_4370	C0QYR1
NZ_CP034778.1_4371	C0QYR0
NZ_CP034778.1_4372	O50980
NZ_CP034778.1_4373	A5V0Q4
NZ_CP034778.1_4374	C0QXV3
NZ_CP034778.1_4376	D5EMX5
NZ_CP034778.1_4377	D5EMX4
NZ_CP034778.1_4378	E6W358
NZ_CP034778.1_4380	C0QXV4
NZ_CP034778.1_4381	C1F7Y8
NZ_CP034778.1_4382	S5M2B9
NZ_CP034778.1_4383	S5MEN2
NZ_CP034778.1_4384	S5LWS2
NZ_CP034778.1_4391	U3U7L6
NZ_CP034778.1_4392	S6CG37
NZ_CP034778.1_4394	B2URL1
NZ_CP034778.1_4395	S6CF05
NZ_CP034778.1_4396	I0AMY3
NZ_CP034778.1_4397	F8F265
NZ_CP034778.1_4398	F8F264
NZ_CP034778.1_4399	A9AWA9
NZ_CP034778.1_4400	F8F262
NZ_CP034778.1_4401	U3U7B4
NZ_CP034778.1_4405	F8AD26
NZ_CP034778.1_4407	E4TJW2
NZ_CP034778.1_4408	S6BUZ5
NZ_CP034778.1_4409	E8MYK7
NZ_CP034778.1_4411	C1F2W3
NZ_CP034778.1_4412	D5EQ46
NZ_CP034778.1_4415	U3U954
NZ_CP034778.1_4416	F5YMS8
NZ_CP034778.1_4417	C1A8J0
NZ_CP034778.1_4418	C1F690
NZ_CP034778.1_4419	A9B5B8
NZ_CP034778.1_4421	S0ESM6
NZ_CP034778.1_4422	U3U969
NZ_CP034778.1_4423	F8F0C3
NZ_CP034778.1_4425	U3U7B1
NZ_CP034778.1_4426	U3U2B7
NZ_CP034778.1_4428	U3U5W0
NZ_CP034778.1_4431	D8PJ83
NZ_CP034778.1_4432	E1RCQ0
NZ_CP034778.1_4433	E1RAG9
NZ_CP034778.1_4434	P75293
NZ_CP034778.1_4435	K7XLP3
NZ_CP034778.1_4436	Q4A9W2
NZ_CP034778.1_4437	A5IZ79
NZ_CP034778.1_4438	E1RAH1
NZ_CP034778.1_4439	E8V068
NZ_CP034778.1_4443	I0I9D2
NZ_CP034778.1_4444	U3U7L0
NZ_CP034778.1_4445	U3U952
NZ_CP034778.1_4446	D5EIZ2
NZ_CP034778.1_4447	U3U7A8
NZ_CP034778.1_4450	U3U2B3
NZ_CP034778.1_4451	U3U5V6
NZ_CP034778.1_4452	U3U7K6
NZ_CP034778.1_4453	U3U948
NZ_CP034778.1_4454	U3U7A4
NZ_CP034778.1_4455	U3U2A9
NZ_CP034778.1_4456	S6BRZ4
NZ_CP034778.1_4457	G8QYH2
NZ_CP034778.1_4458	U3U947
NZ_CP034778.1_4459	S6BI27
NZ_CP034778.1_4460	B8E254
NZ_CP034778.1_4461	U3U7A1
NZ_CP034778.1_4462	S6BI24
NZ_CP034778.1_4463	U3U2A4
NZ_CP034778.1_4464	U3U5V1
NZ_CP034778.1_4466	U3U7E4
NZ_CP034778.1_4467	D8PA31
NZ_CP034778.1_4468	D1CFJ5
NZ_CP034778.1_4471	E6W2H3
NZ_CP034778.1_4472	E3CYH6
NZ_CP034778.1_4475	U3U2G4
NZ_CP034778.1_4476	U3U5Z0
NZ_CP034778.1_4484	A9B794
NZ_CP034778.1_4487	U3U7P7
NZ_CP034778.1_4488	U3U983
NZ_CP034778.1_4491	D4H1R6
NZ_CP034778.1_4492	U3U7E1
NZ_CP034778.1_4493	H1XTA2
NZ_CP034778.1_4494	S6BLC1
NZ_CP034778.1_4500	D1C5P7
NZ_CP034778.1_4501	Q1IL87
NZ_CP034778.1_4503	D8PIW6
NZ_CP034778.1_4504	D1C8A0
NZ_CP034778.1_4505	G7V7R8
NZ_CP034778.1_4509	Q73MQ4
NZ_CP034778.1_4510	D1CDQ3
NZ_CP034778.1_4511	B1ZNN6
NZ_CP034778.1_4512	J9Z875
NZ_CP034778.1_4513	E6W5U8
NZ_CP034778.1_4514	D1C979
NZ_CP034778.1_4515	D1CI93
NZ_CP034778.1_4518	A9WG29
NZ_CP034778.1_4519	A5UTM7
NZ_CP034778.1_4520	A9WG27
NZ_CP034778.1_4521	A5UTM5
NZ_CP034778.1_4522	A9WG25
NZ_CP034778.1_4524	B3E083
NZ_CP034778.1_4526	A9AWC7
NZ_CP034778.1_4527	E1R6T2
NZ_CP034778.1_4528	E1R6T3
NZ_CP034778.1_4529	E1R6T1
NZ_CP034778.1_4530	F5YFL9
NZ_CP034778.1_4532	C1F7G2
NZ_CP034778.1_4533	G8P1N4
NZ_CP034778.1_4534	D8L150
NZ_CP034778.1_4535	D8L150
NZ_CP034778.1_4537	C1A3K1
NZ_CP034778.1_4538	S6BL17
NZ_CP034778.1_4540	E6W3L0
NZ_CP034778.1_4546	A9NH84
NZ_CP034778.1_4548	A9W9P6
NZ_CP034778.1_4549	C1FAF4
NZ_CP034778.1_4550	B8E2F8
NZ_CP034778.1_4552	Q1IJH8
NZ_CP034778.1_4553	G8QW06
NZ_CP034778.1_4554	H9UH34
NZ_CP034778.1_4556	E1R7B7
NZ_CP034778.1_4557	E1R7B4
NZ_CP034778.1_4559	A5URF1
NZ_CP034778.1_4560	F8C3R9
NZ_CP034778.1_4561	I0I5Y0
NZ_CP034778.1_4563	G8NVC2
NZ_CP034778.1_4565	U3U7M0
NZ_CP034778.1_4566	Q01YT6
NZ_CP034778.1_4567	G8NXT1
NZ_CP034778.1_4568	E6W224
NZ_CP034778.1_4569	Q025D7
NZ_CP034778.1_4570	U3U1Y0
NZ_CP034778.1_4571	U3U707
NZ_CP034778.1_4573	H9ULM7
NZ_CP034778.1_4575	I0I3T7
NZ_CP034778.1_4576	S6BXN3
NZ_CP034778.1_4577	U3U6Y1
NZ_CP034778.1_4578	E8UYJ1
NZ_CP034778.1_4580	U3U1V3
NZ_CP034778.1_4582	S6BWQ3
NZ_CP034778.1_4583	Q023A0
NZ_CP034778.1_4584	H1XXN8
NZ_CP034778.1_4585	U3U5I6
NZ_CP034778.1_4586	S6CH03
NZ_CP034778.1_4587	U3U8W5
NZ_CP034778.1_4588	S6BGK0
NZ_CP034778.1_4591	Q1IUI8
NZ_CP034778.1_4592	G0GCQ0
NZ_CP034778.1_4593	D5EHQ3
NZ_CP034778.1_4594	D5EHQ4
NZ_CP034778.1_4595	D5EHQ5
NZ_CP034778.1_4597	E1R8R6
NZ_CP034778.1_4598	I4BVS4
NZ_CP034778.1_4600	E1R8R7
NZ_CP034778.1_4602	I0AME5
NZ_CP034778.1_4603	U3U5H6
NZ_CP034778.1_4604	U3U1U2
NZ_CP034778.1_4605	D5MMK0
NZ_CP034778.1_4607	D8P809
NZ_CP034778.1_4608	I0I7N0
NZ_CP034778.1_4609	A9WKH9
NZ_CP034778.1_4611	C0R286
NZ_CP034778.1_4612	C0R288
NZ_CP034778.1_4613	C0R287
NZ_CP034778.1_4614	F0RTG6
NZ_CP034778.1_4615	D8K3N0
NZ_CP034778.1_4616	E6W7C0
NZ_CP034778.1_4617	S6BW01
NZ_CP034778.1_4618	D5ECF1
NZ_CP034778.1_4619	S6BK47
NZ_CP034778.1_4620	S6BZE1
NZ_CP034778.1_4621	Q022L4
NZ_CP034778.1_4622	U3U760
NZ_CP034778.1_4625	U3U5C5
NZ_CP034778.1_4626	S6C064
NZ_CP034778.1_4627	H1XU53
NZ_CP034778.1_4628	Q1ITP5
NZ_CP034778.1_4631	U3U6S8
NZ_CP034778.1_4633	A9B3J0
NZ_CP034778.1_4634	S6CH09
NZ_CP034778.1_4635	B1ZNT3
NZ_CP034778.1_4637	U3U713
NZ_CP034778.1_4638	U3U8S4
NZ_CP034778.1_4639	S6BVB0
NZ_CP034778.1_4641	D5EPX8
NZ_CP034778.1_4642	D5EPY0
NZ_CP034778.1_4643	C1F5G2
NZ_CP034778.1_4644	C0QXV3
NZ_CP034778.1_4646	D4H811
NZ_CP034778.1_4647	U3U6S3
NZ_CP034778.1_4648	U3U1N2
NZ_CP034778.1_4649	U3U5B7
NZ_CP034778.1_4650	U3U710
NZ_CP034778.1_4651	U3U8S1
NZ_CP034778.1_4652	U3U6S0
NZ_CP034778.1_4653	U3U1M7
NZ_CP034778.1_4654	U3U5B2
NZ_CP034778.1_4655	U3U930
NZ_CP034778.1_4656	U3U8R7
NZ_CP034778.1_4657	U3U6R7
NZ_CP034778.1_4658	U3U1M3
NZ_CP034778.1_4660	S6BV75
NZ_CP034778.1_4661	B0VH43
NZ_CP034778.1_4662	B2A022
NZ_CP034778.1_4663	C1ABM1
NZ_CP034778.1_4664	G2LHG3
NZ_CP034778.1_4665	D8PB81
NZ_CP034778.1_4666	S6BG34
NZ_CP034778.1_4667	E4TEV9
NZ_CP034778.1_4668	F5YBS6
NZ_CP034778.1_4669	U3U1H7
NZ_CP034778.1_4671	U3U8N5
NZ_CP034778.1_4672	S6BV05
NZ_CP034778.1_4674	S6CEB7
NZ_CP034778.1_4675	U3U6V9
NZ_CP034778.1_4676	F0RVZ4
NZ_CP034778.1_4677	G2LJV2
NZ_CP034778.1_4678	U3U566
NZ_CP034778.1_4679	U3U1H9
NZ_CP034778.1_4680	E8N3U5
NZ_CP034778.1_4681	O51095
NZ_CP034778.1_4683	E1RAN5
NZ_CP034778.1_4684	G2LG10
NZ_CP034778.1_4685	B1ZSR6
NZ_CP034778.1_4686	E1RCB1
NZ_CP034778.1_4689	E3D0W3
NZ_CP034778.1_4690	U3U8N8
