id,pI,M
NZ_CP034778.1_3310,5.8313,53109.31
NZ_CP034778.1_3311,10.0888,40840.33
NZ_CP034778.1_3312,6.0315,17799.33
NZ_CP034778.1_3316,10.1331,31209.42
NZ_CP034778.1_3317,5.9298,18708.26
NZ_CP034778.1_3318,9.2878,27152.07
NZ_CP034778.1_3319,10.8494,24263.26
NZ_CP034778.1_3320,6.9716,26633.93
NZ_CP034778.1_3321,9.2502,79983.42
NZ_CP034778.1_3323,5.2276,22533.41
NZ_CP034778.1_3327,6.8446,35382.96
NZ_CP034778.1_3328,7.9481,81301.99
NZ_CP034778.1_3329,10.6493,49752.77
NZ_CP034778.1_3330,6.5162,35521.39
NZ_CP034778.1_3331,4.6204,30818.71
NZ_CP034778.1_3332,8.2163,25579.66
NZ_CP034778.1_3333,9.4304,48154.04
NZ_CP034778.1_3334,8.6856,34507.61
NZ_CP034778.1_3336,7.0922,36013.65
NZ_CP034778.1_3337,6.5205,63288.87
NZ_CP034778.1_3338,8.0325,42167.93
NZ_CP034778.1_3339,9.3660,41383.64
NZ_CP034778.1_3341,7.7967,28739.78
NZ_CP034778.1_3342,9.4625,47998.96
NZ_CP034778.1_3343,10.6143,36127.65
NZ_CP034778.1_3345,10.6543,30514.22
NZ_CP034778.1_3346,9.9852,25854.74
NZ_CP034778.1_3347,5.6894,17089.26
NZ_CP034778.1_3349,7.1797,17466.22
NZ_CP034778.1_3350,5.7198,18615.08
NZ_CP034778.1_3351,8.4815,38376.81
NZ_CP034778.1_3352,5.1990,32551.47
NZ_CP034778.1_3354,5.6082,25191.86
NZ_CP034778.1_3355,6.8053,40450.88
NZ_CP034778.1_3357,4.9570,76034.81
NZ_CP034778.1_3358,7.2359,26393.40
NZ_CP034778.1_3359,5.5811,25565.06
NZ_CP034778.1_3360,7.9096,27167.92
NZ_CP034778.1_3361,6.6295,41162.67
NZ_CP034778.1_3362,4.8255,38680.02
NZ_CP034778.1_3363,6.5049,47792.22
NZ_CP034778.1_3364,5.1201,16905.84
NZ_CP034778.1_3365,9.7517,49663.33
NZ_CP034778.1_3366,5.9585,53931.63
NZ_CP034778.1_3367,6.3286,61533.71
NZ_CP034778.1_3368,6.8352,27214.98
NZ_CP034778.1_3369,5.4039,34654.37
NZ_CP034778.1_3370,6.1165,48027.63
NZ_CP034778.1_3373,10.6543,30514.22
NZ_CP034778.1_3374,5.5100,97265.66
NZ_CP034778.1_3377,9.0594,39240.34
NZ_CP034778.1_3378,6.2705,111437.22
NZ_CP034778.1_3384,4.7317,45302.65
NZ_CP034778.1_3388,5.0156,36136.62
NZ_CP034778.1_3389,5.1160,29932.03
NZ_CP034778.1_3390,8.8143,38653.83
NZ_CP034778.1_3391,11.2872,24847.76
NZ_CP034778.1_3392,8.3884,26977.80
NZ_CP034778.1_3394,5.0834,28235.18
NZ_CP034778.1_3395,5.9623,53848.99
NZ_CP034778.1_3396,5.9149,36990.86
NZ_CP034778.1_3397,5.9747,39608.35
NZ_CP034778.1_3398,5.2510,41328.74
NZ_CP034778.1_3399,4.8179,38242.49
NZ_CP034778.1_3400,5.6976,28318.02
NZ_CP034778.1_3401,7.0940,39017.73
NZ_CP034778.1_3403,7.3282,34426.12
NZ_CP034778.1_3404,7.4325,26940.83
NZ_CP034778.1_3405,5.4037,38094.83
NZ_CP034778.1_3406,9.1385,28201.43
NZ_CP034778.1_3407,6.7955,18863.27
NZ_CP034778.1_3408,8.6079,45912.44
NZ_CP034778.1_3410,5.2478,15351.92
NZ_CP034778.1_3411,7.0935,25616.68
NZ_CP034778.1_3412,6.9571,15541.01
NZ_CP034778.1_3415,8.0486,42396.05
NZ_CP034778.1_3416,8.1606,58050.95
NZ_CP034778.1_3417,6.2468,29808.51
NZ_CP034778.1_3418,5.1829,41502.72
NZ_CP034778.1_3419,5.7204,44214.73
NZ_CP034778.1_3420,6.5615,105144.89
NZ_CP034778.1_3421,6.4904,26723.83
NZ_CP034778.1_3422,6.2651,64477.91
NZ_CP034778.1_3423,8.9156,12728.29
NZ_CP034778.1_3424,10.4597,14882.92
NZ_CP034778.1_3425,6.6121,48001.95
NZ_CP034778.1_3426,9.9298,29626.07
NZ_CP034778.1_3427,6.3453,22382.71
NZ_CP034778.1_3428,9.8695,35671.57
NZ_CP034778.1_3429,10.4390,26116.04
NZ_CP034778.1_3430,5.7561,26419.83
NZ_CP034778.1_3431,8.9575,34180.11
NZ_CP034778.1_3432,4.7587,24352.93
NZ_CP034778.1_3433,5.2978,27013.58
NZ_CP034778.1_3434,8.4228,53884.64
NZ_CP034778.1_3435,7.3660,54024.46
NZ_CP034778.1_3437,7.5682,59413.72
NZ_CP034778.1_3438,8.0907,72251.29
NZ_CP034778.1_3439,6.8234,20223.12
NZ_CP034778.1_3440,6.9713,98769.34
NZ_CP034778.1_3441,6.5199,25440.29
NZ_CP034778.1_3443,5.3370,58391.04
NZ_CP034778.1_3445,6.6811,28468.40
NZ_CP034778.1_3447,4.0796,19765.00
NZ_CP034778.1_3448,5.8867,17109.19
NZ_CP034778.1_3453,5.5429,63611.86
NZ_CP034778.1_3454,6.9444,68139.71
NZ_CP034778.1_3455,7.0056,29684.16
NZ_CP034778.1_3456,5.4159,41287.31
NZ_CP034778.1_3457,7.7433,44351.14
NZ_CP034778.1_3458,5.2897,27330.37
NZ_CP034778.1_3459,5.7037,62458.73
NZ_CP034778.1_3460,7.4405,42672.03
NZ_CP034778.1_3461,5.1078,53550.96
NZ_CP034778.1_3462,5.9707,39204.88
NZ_CP034778.1_3463,3.9017,17683.93
NZ_CP034778.1_3464,4.2781,35948.28
NZ_CP034778.1_3465,10.1869,57660.62
NZ_CP034778.1_3466,9.2473,33472.34
NZ_CP034778.1_3467,8.7709,27467.42
NZ_CP034778.1_3468,9.9635,24878.80
NZ_CP034778.1_3469,7.6382,26586.98
NZ_CP034778.1_3473,4.8667,97026.30
NZ_CP034778.1_3475,6.9057,38758.69
NZ_CP034778.1_3476,6.4171,24900.56
NZ_CP034778.1_3477,6.5067,23756.98
NZ_CP034778.1_3478,4.4099,11568.28
NZ_CP034778.1_3479,9.5245,17446.23
NZ_CP034778.1_3480,9.0261,70981.63
NZ_CP034778.1_3481,9.4911,40459.91
NZ_CP034778.1_3482,5.3596,39100.43
NZ_CP034778.1_3483,9.3055,46658.37
NZ_CP034778.1_3485,6.6752,24025.65
NZ_CP034778.1_3487,8.0283,36090.69
NZ_CP034778.1_3488,9.1531,7257.47
NZ_CP034778.1_3489,6.7852,28374.78
NZ_CP034778.1_3490,10.7544,13664.21
NZ_CP034778.1_3491,9.2401,7449.42
NZ_CP034778.1_3493,8.2017,47977.81
NZ_CP034778.1_3494,8.3842,29136.18
NZ_CP034778.1_3495,4.5201,14867.91
NZ_CP034778.1_3497,5.2734,56032.74
NZ_CP034778.1_3498,4.8025,20763.42
NZ_CP034778.1_3501,8.8548,47899.66
NZ_CP034778.1_3502,9.1605,23600.09
NZ_CP034778.1_3503,6.1298,42797.95
NZ_CP034778.1_3504,5.2790,25487.66
NZ_CP034778.1_3505,4.5652,20268.61
NZ_CP034778.1_3506,6.8205,85436.06
NZ_CP034778.1_3507,6.1730,35178.03
NZ_CP034778.1_3508,8.9961,56324.71
NZ_CP034778.1_3509,9.7818,34420.25
NZ_CP034778.1_3510,9.9742,35255.83
NZ_CP034778.1_3511,4.6071,32544.18
NZ_CP034778.1_3512,6.2341,36874.18
NZ_CP034778.1_3513,5.8548,76790.06
NZ_CP034778.1_3514,9.3035,44527.97
NZ_CP034778.1_3516,5.9070,45902.25
NZ_CP034778.1_3517,9.4207,37979.55
NZ_CP034778.1_3518,5.3098,29379.46
NZ_CP034778.1_3519,8.7873,48442.50
NZ_CP034778.1_3520,9.5383,46289.08
NZ_CP034778.1_3521,5.8932,36131.26
NZ_CP034778.1_3522,5.8553,44562.48
NZ_CP034778.1_3524,9.3706,37641.14
NZ_CP034778.1_3525,9.7360,7069.44
NZ_CP034778.1_3526,5.6335,23040.44
NZ_CP034778.1_3527,6.7194,54607.75
NZ_CP034778.1_3528,5.3880,38865.51
NZ_CP034778.1_3529,5.2638,25096.54
NZ_CP034778.1_3533,7.7722,75162.25
NZ_CP034778.1_3534,6.7759,14816.94
NZ_CP034778.1_3535,4.7253,26395.71
NZ_CP034778.1_3536,4.5208,31959.67
NZ_CP034778.1_3537,5.4909,58989.95
NZ_CP034778.1_3538,5.9540,42818.87
NZ_CP034778.1_3540,10.9275,43069.39
NZ_CP034778.1_3541,10.7404,34101.65
NZ_CP034778.1_3542,11.7982,34864.98
NZ_CP034778.1_3543,7.1973,29057.40
NZ_CP034778.1_3544,4.9756,140819.65
NZ_CP034778.1_3546,7.1352,45556.44
NZ_CP034778.1_3547,5.1925,82321.91
NZ_CP034778.1_3549,4.8500,32602.34
NZ_CP034778.1_3550,6.5118,30232.27
NZ_CP034778.1_3551,5.9836,34413.49
NZ_CP034778.1_3552,5.3982,54569.00
NZ_CP034778.1_3553,6.6813,33195.98
NZ_CP034778.1_3555,6.6907,56793.63
NZ_CP034778.1_3556,9.0910,37438.82
NZ_CP034778.1_3557,5.1481,29193.11
NZ_CP034778.1_3558,5.3129,27688.51
NZ_CP034778.1_3560,7.3260,32775.76
NZ_CP034778.1_3561,8.9430,47240.37
NZ_CP034778.1_3563,7.0178,75817.25
NZ_CP034778.1_3565,4.9003,52876.07
NZ_CP034778.1_3566,6.2048,61550.32
NZ_CP034778.1_3567,7.5761,26214.67
NZ_CP034778.1_3568,7.4149,56853.87
NZ_CP034778.1_3569,7.2702,36738.13
NZ_CP034778.1_3570,9.4264,29641.22
NZ_CP034778.1_3571,8.6952,30561.26
NZ_CP034778.1_3572,9.1769,25862.74
NZ_CP034778.1_3573,10.3099,37758.26
NZ_CP034778.1_3575,6.4084,32334.87
NZ_CP034778.1_3576,9.6557,34006.30
NZ_CP034778.1_3578,5.4406,47977.72
NZ_CP034778.1_3579,6.3560,27245.17
NZ_CP034778.1_3580,8.4885,28229.63
NZ_CP034778.1_3581,9.8009,24637.44
NZ_CP034778.1_3582,10.4900,23697.41
NZ_CP034778.1_3583,8.3490,31034.80
NZ_CP034778.1_3584,7.2377,54971.42
NZ_CP034778.1_3585,8.3580,49000.13
NZ_CP034778.1_3587,6.7277,41830.30
NZ_CP034778.1_3589,8.9318,111421.16
NZ_CP034778.1_3590,9.5768,38868.25
NZ_CP034778.1_3591,6.4677,98546.09
NZ_CP034778.1_3594,9.7099,13495.28
NZ_CP034778.1_3595,7.0218,41211.02
NZ_CP034778.1_3596,6.1444,21789.85
NZ_CP034778.1_3598,5.6187,23926.08
NZ_CP034778.1_3600,8.9192,17047.89
NZ_CP034778.1_3601,8.2362,25896.31
NZ_CP034778.1_3602,9.4595,31477.80
NZ_CP034778.1_3603,6.1817,39132.10
NZ_CP034778.1_3604,6.6968,36734.76
NZ_CP034778.1_3605,6.4872,102029.22
NZ_CP034778.1_3607,7.1817,33172.75
NZ_CP034778.1_3608,10.1344,50528.24
NZ_CP034778.1_3609,9.2256,46373.47
NZ_CP034778.1_3610,7.9379,35199.30
NZ_CP034778.1_3612,6.6547,42183.02
NZ_CP034778.1_3613,6.1050,38038.89
NZ_CP034778.1_3614,8.5380,45353.96
NZ_CP034778.1_3615,9.7148,50015.62
NZ_CP034778.1_3616,5.6414,79266.22
NZ_CP034778.1_3618,5.2379,53002.91
NZ_CP034778.1_3619,8.7177,47998.91
NZ_CP034778.1_3622,7.4734,53790.07
NZ_CP034778.1_3624,4.6344,13715.84
NZ_CP034778.1_3626,5.5481,40313.90
NZ_CP034778.1_3629,8.5858,44252.57
NZ_CP034778.1_3630,6.5673,64155.57
NZ_CP034778.1_3631,5.8134,26642.56
NZ_CP034778.1_3633,6.0428,34140.66
NZ_CP034778.1_3634,7.4047,28172.18
NZ_CP034778.1_3635,4.9448,42046.90
NZ_CP034778.1_3638,7.7145,41227.32
NZ_CP034778.1_3639,11.2183,38277.85
NZ_CP034778.1_3640,9.5127,28856.55
NZ_CP034778.1_3641,9.5259,41703.09
NZ_CP034778.1_3644,4.6557,32389.80
NZ_CP034778.1_3645,5.6715,55631.56
NZ_CP034778.1_3646,9.0833,48022.01
NZ_CP034778.1_3647,6.1928,52802.00
NZ_CP034778.1_3648,6.4431,37172.24
NZ_CP034778.1_3650,10.1216,35620.30
NZ_CP034778.1_3651,5.5150,54526.14
NZ_CP034778.1_3652,6.0884,33087.23
NZ_CP034778.1_3653,10.1744,38648.20
NZ_CP034778.1_3654,6.0436,36143.07
NZ_CP034778.1_3655,6.3506,37947.09
NZ_CP034778.1_3656,5.6253,42720.15
NZ_CP034778.1_3657,5.3361,34142.74
NZ_CP034778.1_3659,4.9082,57651.45
NZ_CP034778.1_3660,9.1261,52991.76
NZ_CP034778.1_3661,6.0930,81386.15
NZ_CP034778.1_3662,8.8539,46690.05
NZ_CP034778.1_3663,5.2008,57761.83
NZ_CP034778.1_3665,10.1156,35072.25
NZ_CP034778.1_3673,6.8347,47936.64
NZ_CP034778.1_3675,9.3277,14718.87
NZ_CP034778.1_3676,5.7204,30973.65
NZ_CP034778.1_3677,7.4200,7384.51
NZ_CP034778.1_3678,5.1691,52167.93
NZ_CP034778.1_3679,5.9951,18125.46
NZ_CP034778.1_3680,6.2644,27087.03
NZ_CP034778.1_3682,6.5101,17602.04
NZ_CP034778.1_3683,5.6106,39462.09
NZ_CP034778.1_3684,7.3561,40444.06
NZ_CP034778.1_3686,10.1890,88258.80
NZ_CP034778.1_3687,6.8033,24655.24
NZ_CP034778.1_3688,6.9574,22036.52
NZ_CP034778.1_3689,9.0737,27828.09
NZ_CP034778.1_3690,4.3254,31774.00
NZ_CP034778.1_3691,10.5181,28454.13
NZ_CP034778.1_3692,4.9483,25186.52
NZ_CP034778.1_3693,5.0864,33560.77
NZ_CP034778.1_3695,7.0163,15349.40
NZ_CP034778.1_3696,5.4267,87866.03
NZ_CP034778.1_3698,9.3624,17151.91
NZ_CP034778.1_3699,6.1299,60563.49
NZ_CP034778.1_3700,10.2746,43317.67
NZ_CP034778.1_3701,4.7788,59373.42
NZ_CP034778.1_3702,6.0200,48135.58
NZ_CP034778.1_3703,7.2329,35787.27
NZ_CP034778.1_3704,5.8213,23548.01
NZ_CP034778.1_3705,4.8660,71106.97
NZ_CP034778.1_3706,4.7522,21810.76
NZ_CP034778.1_3707,4.7256,12055.87
NZ_CP034778.1_3708,6.4693,69591.61
NZ_CP034778.1_3709,5.0707,20077.16
NZ_CP034778.1_3713,6.9731,34441.82
NZ_CP034778.1_3714,7.7444,126492.38
NZ_CP034778.1_3716,8.3447,42256.88
NZ_CP034778.1_3717,5.2929,113317.30
NZ_CP034778.1_3718,4.8994,14368.06
NZ_CP034778.1_3720,6.6171,20457.24
NZ_CP034778.1_3722,9.7245,53109.25
NZ_CP034778.1_3723,6.9544,26605.07
NZ_CP034778.1_3724,12.3259,5465.55
NZ_CP034778.1_3725,10.1633,9944.19
NZ_CP034778.1_3726,10.6732,40839.71
NZ_CP034778.1_3727,7.0339,38798.01
NZ_CP034778.1_3728,4.3094,46757.72
NZ_CP034778.1_3730,6.4136,77556.83
NZ_CP034778.1_3731,6.1868,44814.65
NZ_CP034778.1_3732,9.9890,31320.23
NZ_CP034778.1_3733,8.8788,48799.53
NZ_CP034778.1_3734,5.5264,44091.63
NZ_CP034778.1_3735,7.1103,41380.91
NZ_CP034778.1_3736,6.6212,59283.20
NZ_CP034778.1_3738,7.9669,30908.75
NZ_CP034778.1_3739,10.3122,21397.59
NZ_CP034778.1_3740,9.2061,52241.16
NZ_CP034778.1_3744,10.0371,11501.03
NZ_CP034778.1_3746,6.5143,32044.43
NZ_CP034778.1_3747,7.4689,44474.55
NZ_CP034778.1_3748,5.9245,12245.19
NZ_CP034778.1_3749,6.9751,65206.80
NZ_CP034778.1_3750,6.9366,65684.16
NZ_CP034778.1_3751,5.2579,17354.10
NZ_CP034778.1_3752,6.3503,38911.95
NZ_CP034778.1_3753,6.0966,30372.80
NZ_CP034778.1_3755,5.2950,25662.38
NZ_CP034778.1_3756,6.5249,15117.42
NZ_CP034778.1_3758,4.7956,67821.45
NZ_CP034778.1_3759,10.5672,9137.47
NZ_CP034778.1_3760,6.2090,87472.09
NZ_CP034778.1_3761,5.1643,46293.98
NZ_CP034778.1_3762,5.8824,23184.59
NZ_CP034778.1_3763,4.5473,48112.54
NZ_CP034778.1_3764,6.3452,11838.43
NZ_CP034778.1_3766,8.5360,53406.50
NZ_CP034778.1_3767,7.0874,34821.24
NZ_CP034778.1_3768,7.0169,74260.65
NZ_CP034778.1_3769,6.9094,22570.50
NZ_CP034778.1_3771,9.7338,32226.39
NZ_CP034778.1_3773,8.3161,28481.81
NZ_CP034778.1_3774,6.2324,28643.07
NZ_CP034778.1_3775,7.8397,59662.70
NZ_CP034778.1_3777,9.3514,60269.37
NZ_CP034778.1_3778,4.9357,29099.38
NZ_CP034778.1_3779,10.4275,48597.69
NZ_CP034778.1_3780,5.2743,43579.24
NZ_CP034778.1_3781,8.7541,48861.38
NZ_CP034778.1_3782,5.3963,18334.86
NZ_CP034778.1_3783,5.9927,33599.37
NZ_CP034778.1_3784,4.6652,20911.20
NZ_CP034778.1_3785,4.7408,17797.25
NZ_CP034778.1_3786,6.2918,54743.80
NZ_CP034778.1_3787,3.9731,8824.74
NZ_CP034778.1_3788,4.9168,32228.71
NZ_CP034778.1_3789,6.5568,67330.40
NZ_CP034778.1_3790,4.7654,36168.76
NZ_CP034778.1_3791,7.2123,18968.47
NZ_CP034778.1_3792,4.3738,34741.60
NZ_CP034778.1_3793,6.7984,15764.08
NZ_CP034778.1_3794,4.9112,16156.51
NZ_CP034778.1_3795,7.3887,40120.04
NZ_CP034778.1_3796,8.3334,17138.82
NZ_CP034778.1_3799,8.9151,26662.57
NZ_CP034778.1_3800,4.4181,12889.67
NZ_CP034778.1_3801,5.9624,35489.36
NZ_CP034778.1_3802,7.5714,65251.45
NZ_CP034778.1_3803,10.2658,11859.09
NZ_CP034778.1_3804,6.4407,42567.61
NZ_CP034778.1_3805,5.2507,39133.71
NZ_CP034778.1_3807,4.9507,22355.40
NZ_CP034778.1_3808,4.1069,16026.29
NZ_CP034778.1_3810,6.9801,49264.23
NZ_CP034778.1_3811,4.6512,35785.72
NZ_CP034778.1_3812,6.5032,30989.64
NZ_CP034778.1_3813,6.2093,68833.39
NZ_CP034778.1_3815,5.6275,23647.99
NZ_CP034778.1_3817,6.7944,33664.47
NZ_CP034778.1_3818,6.3313,68521.22
NZ_CP034778.1_3819,10.0057,50092.62
NZ_CP034778.1_3820,8.4539,46252.00
NZ_CP034778.1_3821,9.9802,49504.30
NZ_CP034778.1_3822,5.6438,26379.32
NZ_CP034778.1_3823,5.6393,45008.94
NZ_CP034778.1_3824,5.4903,117412.99
NZ_CP034778.1_3825,4.9181,32559.76
NZ_CP034778.1_3826,4.8666,34028.32
NZ_CP034778.1_3827,4.1934,10178.38
NZ_CP034778.1_3828,4.7750,24381.44
NZ_CP034778.1_3830,7.1455,19400.14
NZ_CP034778.1_3832,8.2163,16873.34
NZ_CP034778.1_3833,6.2734,28067.61
NZ_CP034778.1_3835,5.5977,49278.39
NZ_CP034778.1_3837,10.9498,43012.40
NZ_CP034778.1_3839,5.2345,39415.12
NZ_CP034778.1_3843,9.0237,46735.77
NZ_CP034778.1_3844,5.1845,19363.96
NZ_CP034778.1_3845,9.5821,41916.85
NZ_CP034778.1_3846,5.0080,35455.50
NZ_CP034778.1_3848,8.9199,65258.85
NZ_CP034778.1_3849,6.8459,32393.48
NZ_CP034778.1_3850,11.4099,29451.50
NZ_CP034778.1_3851,7.5790,28127.43
NZ_CP034778.1_3853,5.3337,33154.58
NZ_CP034778.1_3854,8.8051,50792.12
NZ_CP034778.1_3855,9.5446,49001.17
NZ_CP034778.1_3856,5.1127,49923.23
NZ_CP034778.1_3857,9.9566,28012.21
NZ_CP034778.1_3858,8.3976,40103.58
NZ_CP034778.1_3859,9.5564,32187.51
NZ_CP034778.1_3860,8.1994,37312.51
NZ_CP034778.1_3861,6.4007,28518.94
NZ_CP034778.1_3862,9.9857,25562.71
NZ_CP034778.1_3864,8.7586,28721.18
NZ_CP034778.1_3865,7.0435,29752.12
NZ_CP034778.1_3866,9.5177,27407.17
NZ_CP034778.1_3867,10.1392,24677.43
NZ_CP034778.1_3874,8.0358,30643.27
NZ_CP034778.1_3876,10.0188,32282.23
NZ_CP034778.1_3877,10.3540,32833.76
NZ_CP034778.1_3879,4.4590,24322.80
NZ_CP034778.1_3881,7.8032,17677.87
NZ_CP034778.1_3883,6.6804,39116.69
NZ_CP034778.1_3884,5.6808,44725.23
NZ_CP034778.1_3885,9.9585,44717.41
NZ_CP034778.1_3903,6.0544,104204.82
NZ_CP034778.1_3904,5.7418,34016.44
NZ_CP034778.1_3905,4.8273,36557.97
NZ_CP034778.1_3906,7.1886,54291.02
NZ_CP034778.1_3907,6.3021,49567.69
NZ_CP034778.1_3909,5.1015,28213.27
NZ_CP034778.1_3910,9.2927,20394.82
NZ_CP034778.1_3911,5.7701,57122.94
NZ_CP034778.1_3912,6.1525,27685.80
NZ_CP034778.1_3913,5.0106,36286.47
NZ_CP034778.1_3914,7.2395,45077.19
NZ_CP034778.1_3916,4.8331,27392.15
NZ_CP034778.1_3919,9.1867,45690.79
NZ_CP034778.1_3920,5.0539,51698.15
NZ_CP034778.1_3921,5.5888,45498.14
NZ_CP034778.1_3922,9.8721,51085.08
NZ_CP034778.1_3923,6.0946,26081.07
NZ_CP034778.1_3924,5.2918,15539.66
NZ_CP034778.1_3926,5.6290,16934.58
NZ_CP034778.1_3927,5.1072,52433.75
NZ_CP034778.1_3929,9.2038,39578.74
NZ_CP034778.1_3930,6.0469,31579.83
NZ_CP034778.1_3932,4.9367,45282.00
NZ_CP034778.1_3933,8.1816,21290.56
NZ_CP034778.1_3934,8.7055,23029.46
NZ_CP034778.1_3935,7.5046,28395.50
NZ_CP034778.1_3936,8.8068,45046.07
NZ_CP034778.1_3937,7.3429,48416.89
NZ_CP034778.1_3938,8.7265,28061.16
NZ_CP034778.1_3939,8.4790,28735.91
NZ_CP034778.1_3940,6.1507,20871.73
NZ_CP034778.1_3941,8.2246,89218.27
NZ_CP034778.1_3942,6.4448,29108.87
NZ_CP034778.1_3943,9.8666,21292.59
NZ_CP034778.1_3944,7.4090,33207.61
NZ_CP034778.1_3945,5.3592,27363.13
NZ_CP034778.1_3946,8.4804,17613.03
NZ_CP034778.1_3947,10.5253,27295.05
NZ_CP034778.1_3948,5.9823,28558.52
NZ_CP034778.1_3949,10.6932,42357.38
NZ_CP034778.1_3950,5.7642,28135.67
NZ_CP034778.1_3951,9.9768,30034.79
NZ_CP034778.1_3952,10.2413,41152.10
NZ_CP034778.1_3953,7.0212,33510.56
NZ_CP034778.1_3954,4.7019,29341.62
NZ_CP034778.1_3955,4.6179,20948.79
NZ_CP034778.1_3956,6.6773,37633.18
NZ_CP034778.1_3957,10.1852,23208.96
NZ_CP034778.1_3958,4.8782,29383.61
NZ_CP034778.1_3960,9.5718,26291.40
NZ_CP034778.1_3961,4.7485,63523.45
NZ_CP034778.1_3964,11.5783,15111.52
NZ_CP034778.1_3965,4.8218,20695.57
NZ_CP034778.1_3968,7.1867,49079.00
NZ_CP034778.1_3970,5.1291,82631.15
NZ_CP034778.1_3971,5.3365,35311.63
NZ_CP034778.1_3972,4.9358,130030.75
NZ_CP034778.1_3973,7.7928,21580.03
NZ_CP034778.1_3974,7.8111,42436.56
NZ_CP034778.1_3975,6.9520,28110.07
NZ_CP034778.1_3976,6.9466,17024.93
NZ_CP034778.1_3977,5.9504,35952.35
NZ_CP034778.1_3979,4.8912,90056.11
NZ_CP034778.1_3980,9.5867,49022.42
NZ_CP034778.1_3981,8.3322,28664.09
NZ_CP034778.1_3982,8.7235,28952.89
NZ_CP034778.1_3983,5.3835,43263.33
NZ_CP034778.1_3984,6.8747,20630.57
NZ_CP034778.1_3985,7.5061,25955.20
NZ_CP034778.1_3986,4.8685,30449.96
NZ_CP034778.1_3987,7.1665,26727.64
NZ_CP034778.1_3988,5.6247,29178.62
NZ_CP034778.1_3989,6.7236,102003.77
NZ_CP034778.1_3990,5.1875,29832.04
NZ_CP034778.1_3992,6.9754,42519.02
NZ_CP034778.1_3993,8.9821,49491.44
NZ_CP034778.1_3994,6.9032,59004.45
NZ_CP034778.1_3995,4.9193,24562.19
NZ_CP034778.1_3996,9.5159,29143.58
NZ_CP034778.1_3997,9.3070,21946.46
NZ_CP034778.1_3998,4.0174,12150.55
NZ_CP034778.1_3999,10.4471,53830.02
NZ_CP034778.1_4000,4.6536,45327.97
NZ_CP034778.1_4001,11.1591,70218.51
NZ_CP034778.1_4002,8.2429,32957.34
NZ_CP034778.1_4003,7.7876,28727.27
NZ_CP034778.1_4004,5.7430,81381.13
NZ_CP034778.1_4005,9.5965,95059.19
NZ_CP034778.1_4007,4.4865,119242.50
NZ_CP034778.1_4009,5.4460,69519.02
NZ_CP034778.1_4010,6.7073,55193.63
NZ_CP034778.1_4011,10.9209,44238.19
NZ_CP034778.1_4012,4.8673,15399.63
NZ_CP034778.1_4015,10.7755,22441.79
NZ_CP034778.1_4016,4.9728,36229.32
NZ_CP034778.1_4020,8.9655,29405.01
NZ_CP034778.1_4021,7.4104,88804.63
NZ_CP034778.1_4022,10.8687,20229.17
NZ_CP034778.1_4023,7.1120,26390.13
NZ_CP034778.1_4024,4.7789,17485.71
NZ_CP034778.1_4025,6.0783,32960.19
NZ_CP034778.1_4026,10.0482,52400.24
NZ_CP034778.1_4027,5.1907,17690.31
NZ_CP034778.1_4028,6.0859,28027.27
NZ_CP034778.1_4029,5.7200,31532.40
NZ_CP034778.1_4030,5.5674,13896.72
NZ_CP034778.1_4031,10.3329,47570.28
NZ_CP034778.1_4033,9.7596,28402.06
NZ_CP034778.1_4034,8.3785,34581.95
NZ_CP034778.1_4035,6.2238,25171.79
NZ_CP034778.1_4036,4.8115,20122.15
NZ_CP034778.1_4037,6.0449,86422.16
NZ_CP034778.1_4038,6.6313,57861.46
NZ_CP034778.1_4042,5.7507,32194.17
NZ_CP034778.1_4043,5.0658,30492.81
NZ_CP034778.1_4045,4.9195,93575.12
NZ_CP034778.1_4046,8.4308,58594.71
NZ_CP034778.1_4049,6.2072,50563.40
NZ_CP034778.1_4050,4.9593,65915.78
NZ_CP034778.1_4051,5.3599,99434.25
NZ_CP034778.1_4052,6.5254,29952.93
NZ_CP034778.1_4053,9.3527,49580.98
NZ_CP034778.1_4054,9.0612,52729.35
NZ_CP034778.1_4055,5.3519,36598.17
NZ_CP034778.1_4057,5.4906,20753.41
NZ_CP034778.1_4058,4.7991,32745.21
NZ_CP034778.1_4060,7.2085,50936.86
NZ_CP034778.1_4061,9.8681,44409.49
NZ_CP034778.1_4062,6.7147,37308.67
NZ_CP034778.1_4063,6.5195,22468.67
NZ_CP034778.1_4064,6.8551,28658.94
NZ_CP034778.1_4066,4.6028,14544.59
NZ_CP034778.1_4067,5.3071,101960.77
NZ_CP034778.1_4069,5.6494,34046.10
NZ_CP034778.1_4070,4.3812,40341.89
NZ_CP034778.1_4071,6.0573,45313.93
NZ_CP034778.1_4072,7.8160,31300.53
NZ_CP034778.1_4073,4.6268,32701.39
NZ_CP034778.1_4074,6.2938,53431.71
NZ_CP034778.1_4075,10.0492,37113.92
NZ_CP034778.1_4076,10.5841,47208.63
NZ_CP034778.1_4077,5.0534,46876.80
NZ_CP034778.1_4078,9.9808,39937.81
NZ_CP034778.1_4079,5.6143,47525.12
NZ_CP034778.1_4080,6.2666,53328.64
NZ_CP034778.1_4081,10.0274,64002.64
NZ_CP034778.1_4083,7.1919,34839.83
NZ_CP034778.1_4084,5.2732,17340.93
NZ_CP034778.1_4085,7.2542,38095.42
